영업소코드,영업소명,고속도로운영기관구분코드,TCS노선번호,TCS본부코드,TCS지사코드,영업형태구분코드,영업방식구분코드,전화번호,가동영업소여부,입구차로수,출구차로수,가변차로수,민자마지막IC여부,가상영업소여부
906,남경주(특),00,065,906,710800,0,0,,N,0,0,0,N,Y
907,남포항(특),00,065,906,710800,0,0,,N,0,0,0,N,Y
947,범서(특),00,065,906,710800,0,0,,N,0,0,0,N,Y
025,동부산,08,066,915,900800,1,2,051-722-7515,Y,3,5,0,N,N
642,문수,08,066,915,900800,0,2,052-277-7501,Y,4,6,0,N,N
643,청량,08,066,915,900800,0,2,0522606501,Y,5,7,0,N,N
644,온양,08,066,915,900800,0,2,052-237-1170,Y,3,4,0,N,N
645,장안,08,066,915,900800,0,2,051-727-3520,Y,2,2,0,N,N
646,기장일광,08,066,915,900800,0,2,051-721-2554,Y,3,5,0,N,N
647,해운대송정,08,066,915,900800,0,2,051-722-2514,Y,4,6,0,N,N
648,해운대,08,066,915,900800,0,2,051-722-2514,Y,3,5,0,Y,N
842,문수(특),08,066,915,900800,0,0,,N,0,0,0,N,Y
843,청량(특),08,066,915,900800,0,0,,N,0,0,0,N,Y
844,온양(특),08,066,915,900800,0,0,,N,0,0,0,N,Y
845,장안(특),08,066,915,900800,0,0,,N,0,0,0,N,Y
846,기장일광(특),08,066,915,900800,0,0,,N,0,0,0,N,Y
847,해운송정(특),08,066,915,900800,0,0,,N,0,0,0,N,Y
848,해운대(특),08,066,915,900800,0,0,,N,0,0,0,Y,Y
014,송파,00,100,901,210500,1,2,,N,0,0,0,N,N
061,성남,00,100,901,210500,1,2,031-753-0735,Y,14,14,0,N,N
062,구리남양주,00,100,901,210500,1,2,031-553-2309,Y,15,20,0,N,N
063,토평,00,100,901,210500,1,2,031-557-6856,Y,6,4,0,N,N
064,청계,00,100,901,210500,1,2,031-426-1281,Y,21,15,0,N,N
067,시흥,00,100,901,210800,1,2,031-312-0403,Y,12,12,0,N,N
068,김포,00,100,901,210100,1,2,031-985-0456,Y,14,14,0,N,N
145,산인,00,103,906,710300,0,2,055-582-2028,Y,4,10,0,N,N
289,마산,00,103,906,710300,0,2,055-294-0360,Y,4,10,0,N,N
345,산인(특),00,103,906,710300,0,0,,N,0,0,0,N,Y
489,마산(특),00,103,906,710300,0,0,,Y,0,0,0,N,Y
978,마산(경),00,103,906,710300,0,2,055- 294-0360,Y,4,10,0,N,Y
029,가락(개),00,104,906,710300,1,2,051-972-7247,Y,6,4,0,N,N
244,서부산,00,104,906,710300,0,2,055-329-3621,Y,7,20,0,N,N
245,장유,00,104,906,710300,0,2,055-314-4660,Y,9,16,0,N,N
246,가락,00,104,906,710300,0,2,051-972-7246,Y,6,10,0,N,N
444,서부산(특),00,104,906,710300,0,0,,N,0,0,0,N,Y
445,장유(특),00,104,906,710300,0,0,,N,0,0,0,N,Y
446,가락(특),00,104,906,710300,0,0,,N,0,0,0,N,Y
596,가락2,00,104,906,710300,0,2,055-329-3621,Y,6,10,0,N,N
975,서부산(경),00,104,906,710300,0,2,055- 329-3621,Y,7,20,0,N,Y
976,장유(경),00,104,906,710300,0,2,055- 314-4660,Y,9,16,0,N,Y
977,가락(경),00,104,906,710300,0,2,051- 972-7246,Y,6,10,0,N,Y
696,남진례,37,105,947,903700,0,2,070-5143-6377,Y,0,0,0,Y,N
697,대청,37,105,947,903700,0,2,070-5143-6375,Y,0,0,0,Y,N
698,진해,37,105,947,903700,0,2,070-5143-6371,Y,0,0,0,Y,N
699,진해본선,37,105,947,903700,0,2,070-5143-6371,Y,0,0,0,Y,N
896,남진례(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
897,대청(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
898,진해(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
899,진해본선(특),37,105,947,903700,0,0,,N,0,0,0,Y,Y
040,안양과천,43,110,953,904300,1,2,031-756-6981,Y,0,4,0,N,N
041,북판교,43,110,953,904300,1,2,031-756-6984,Y,0,0,0,N,N
042,북청계,43,110,953,904300,1,2,031-756-6983,Y,0,0,0,N,N
043,북의왕,43,110,953,904300,1,2,031-756-6982,Y,0,0,0,N,N
053,남인천,00,110,901,210800,1,2,032-466-7411,Y,10,9,0,N,N
083,인천대교,12,111,920,901200,1,2,032-745-8200,Y,8,8,0,N,N
071,이패,17,112,925,901700,1,2,031)511-7676,Y,7,7,0,N,N
011,인천,00,120,901,210100,1,2,032-545-0128,Y,14,14,0,N,N
097,인천공항,05,130,916,900500,1,2,032-560-6200,Y,0,0,0,N,N
098,북인천,05,130,916,900500,1,2,032-560-6300,Y,0,0,0,N,N
099,청라,05,130,916,900500,1,2,032-560-6333,Y,0,0,0,N,N
591,동서천,00,151,903,810600,0,2,041- 951-7722,Y,3,5,0,N,N
592,서부여,00,151,903,810600,0,2,041-833-2504,Y,3,5,0,N,N
593,부여,00,151,903,810600,0,2,041- 835-2504,Y,3,5,0,N,N
594,청양,00,151,903,810600,0,2,041- 943-0052,Y,2,3,0,N,N
595,서공주,00,151,903,810600,0,2,041-857-2504,Y,3,5,0,N,N
791,동서천(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
792,서부여(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
793,부여(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
794,청양(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
795,서공주(특),00,151,903,810600,0,0,,N,0,0,0,N,Y
681,장안본선,18,153,928,901800,0,2,031-494-0379,Y,8,8,0,N,Y
682,조암,18,153,928,901800,0,2,031-494-0393,Y,3,3,0,N,N
683,송산마도,18,153,928,901800,0,2,031-494-0427,Y,3,3,0,N,N
684,남안산,18,153,928,901800,0,2,031-494-0436,Y,4,6,0,N,N
685,서시흥,18,153,928,901800,0,2,031-494-0430,Y,6,10,0,N,N
881,장안본선(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
882,조암(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
883,송산마도(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
884,남안산(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
885,서시흥(특),18,153,928,901800,0,2,,N,0,0,0,N,Y
621,동대구,02,160,908,900200,0,2,053-961-0302,Y,3,8,3,Y,N
622,대구,02,160,908,900200,0,2,053-791-5388,Y,1,4,1,Y,N
623,수성,02,160,908,900200,0,2,053-791-7330,Y,1,3,1,N,N
624,청도,02,160,908,900200,0,2,054-373-5680,Y,3,6,0,N,N
625,밀양,02,160,908,900200,0,2,055-355-0924,Y,3,13,2,N,N
626,남밀양,02,160,908,900200,0,2,055-355-5451,Y,1,2,0,N,N
627,삼랑진,02,160,908,900200,0,2,055-351-0502,Y,3,4,0,N,N
628,상동,02,160,908,900200,0,2,055-323-1690,Y,3,6,1,N,N
629,김해부산,02,160,908,900200,0,2,055-323-3805,Y,4,9,0,Y,N
630,대구2,02,160,908,900200,0,0,,Y,0,0,0,Y,Y
631,김해부산2,02,160,908,900200,0,0,,Y,0,0,0,Y,Y
632,대구3,02,160,908,900200,0,0,,Y,0,0,0,Y,Y
821,동대구(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
822,대구(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
823,수성(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
824,청도(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
825,밀양(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
826,남밀양(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
827,삼랑진(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
828,상동(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
829,김해부산(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
830,대구2(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
831,김해부산2(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
832,대구3(특),02,160,908,900200,0,0,,N,0,0,0,N,Y
082,금토분기점,62,171,972,906200,1,0,1599-2505,Y,20,20,0,N,N
084,서수지,09,171,917,900900,1,0,0000000000000000000001599 - 2505,Y,20,20,0,N,N
085,금토,09,171,917,900900,1,0,0000000000000000000001599 - 2505,Y,20,20,0,N,N
675,서오산,11,171,919,901100,0,2,070-8031-4226,Y,0,0,0,N,N
875,서오산(특),11,171,919,901100,0,2,,N,0,0,0,N,Y
153,서대전,00,300,903,410500,0,2,042-545-2504,Y,3,5,0,N,N
154,안영,00,300,903,410500,0,2,042- 586-2504,Y,2,4,0,N,N
353,서대전(특),00,300,903,410500,0,0,042-822-9975,N,2,2,0,N,Y
354,안영(특),00,300,903,410500,0,0,,N,0,0,0,N,Y
600,낙동JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
610,낙동JC2,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,Y
611,도개,45,301,955,904500,0,2,054-536-9156,Y,0,0,0,N,N
614,서군위,45,301,955,904500,0,2,,Y,0,0,0,N,N
615,동군위,45,301,955,904500,0,2,054-536-9157,Y,0,0,0,N,N
616,신녕,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
617,북안,45,301,955,904500,0,2,,Y,0,0,0,N,N
620,영천JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
633,화산출구JC2,45,301,955,904500,0,2,,Y,0,0,0,N,Y
640,영천JC2,45,301,955,904500,0,2,,Y,0,0,0,N,Y
649,군위출구JC2,45,301,955,904500,0,2,,Y,0,0,0,N,Y
650,군위출구JC,45,301,955,904500,0,2,,Y,0,0,0,N,N
670,군위입구JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
680,화산출구JC,45,301,955,904500,0,2,,Y,0,0,0,N,N
686,동영천,45,301,955,904500,0,2,054-536-9159,Y,0,0,0,N,N
690,화산입구JC,45,301,955,904500,0,2,054-536-9158,Y,0,0,0,N,N
800,낙동JC(특),45,301,955,904500,0,2,054-536-9158,N,0,0,0,N,Y
810,낙동JC2(특),45,301,955,904500,0,2,054-536-9158,N,0,0,0,N,Y
820,영천JC(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
833,화산출구J2(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
840,영천JC2(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
849,군위출구J2(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
850,군위출구JC(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
880,화산출구JC(특),45,301,955,904500,0,2,,N,0,0,0,N,Y
671,봉담,11,400,919,901100,0,2,070-8031-4294,Y,0,0,0,N,N
672,정남,11,400,919,901100,0,2,070-8031-4600,Y,0,0,0,N,N
673,북오산,11,400,919,901100,0,2,070-8031-4227,Y,0,0,0,N,N
674,동탄,11,400,919,901100,0,2,031-377-0460,Y,0,0,0,N,Y
678,동탄2,11,400,919,901100,0,2,,Y,0,0,0,N,Y
679,봉담(가),11,400,919,901100,0,2,,Y,0,0,0,N,Y
691,금곡,28,400,938,902800,0,2,070-8031-5010,Y,0,0,0,N,N
692,동안산당수,28,400,938,902800,0,2,070-8031-5025,Y,0,0,0,N,N
693,남군포,28,400,938,902800,0,2,070-8031-5060,Y,0,0,0,N,N
694,동시흥,28,400,938,902800,0,2,070-8031-5078,Y,0,0,0,N,N
695,남광명,28,400,938,902800,0,2,070-8031-5100,Y,0,0,0,N,N
871,봉담(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
872,정남(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
873,북오산(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
874,동탄(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
878,동탄2(특),11,400,919,901100,0,2,,N,0,0,0,N,Y
893,남군포(특),28,400,938,902800,0,2,,N,0,0,0,N,Y
894,동시흥(특),28,400,938,902800,0,2,,N,0,0,0,N,Y
895,남광명(특),28,400,938,902800,0,2,,N,0,0,0,N,Y
231,화원옥포,00,451,905,610400,0,2,053-614-8800,Y,6,10,0,N,N
232,달성,00,451,906,710200,0,2,053-614-8358,Y,2,4,0,N,N
431,화원(특),00,451,905,610400,0,0,053-251-6114,N,4,9,0,N,Y
432,달성(특),00,451,906,710200,0,0,053-251-6114,N,1,2,0,N,Y
519,남대구,00,451,905,610400,0,2,053-591-2504,Y,2,3,0,N,N
719,남대구(특),00,451,905,610400,0,0,053-552-7924,N,3,6,0,N,Y
730,유천,00,451,905,610400,0,1,053-591-2504,Y,1,1,0,N,N
731,북현풍,00,451,906,710200,0,1,053-611-4532,Y,1,1,0,N,N
031,의왕,03,500,909,900300,1,2,031) 458-3091,Y,18,18,0,N,N
250,남양산,00,551,906,710500,0,2,055-384-9700,Y,3,5,0,N,N
251,물금,00,551,906,710500,0,2,055-381-7889,Y,2,3,0,N,N
450,남양산(특),00,551,906,710500,0,0,051-809-5301,N,3,5,0,N,Y
451,물금(특),00,551,906,710500,0,0,02-237-0962/3,N,2,3,0,N,Y
635,물금(경),00,551,906,710500,0,0,02-237-0962/3,Y,2,3,0,N,Y
636,남양산(경),00,551,906,710500,0,0,051-809-5301,Y,3,5,0,N,Y
026,호원,04,600,910,900400,1,2,031-894-7960,Y,0,0,0,N,N
032,일산,04,600,910,900400,1, ,,N,0,0,0,N,N
033,고양,04,600,910,900400,1,2,031-994-6300,Y,0,10,4,N,N
034,통일로,04,600,910,900400,1,2,031-994-6400,Y,0,10,4,N,N
035,양주(개),04,600,910,900400,1,2,031-894-6300,Y,0,15,12,N,N
036,송추,04,600,910,900400,1,2,031-894-6200,Y,0,10,3,N,N
037,별내,04,600,910,900400,1,2,031-522-6400,Y,0,15,3,N,N
038,불암산,04,600,910,900400,1,2,031-522-6300,Y,0,15,11,N,N
039,불암산2,04,600,910,900400,1,0,031-522-6300,Y,0,10,3,N,Y
547,무안공항,00,600,904,510500,0,2,061-454-7203,Y,3,4,0,N,N
548,북무안,00,600,904,510500,0,2,061-454-7202,Y,3,3,0,N,N
549,동함평,00,600,904,510500,0,2,061-323-0415,Y,3,3,0,N,N
550,문평,00,600,904,510500,0,2,061-335-0690,Y,3,3,0,N,N
551,나주,00,600,904,510500,0,2,061-335-2701,Y,0,0,0,N,N
552,서광산,00,600,904,510500,0,2,062-944-9114,Y,3,3,0,N,N
553,동광산,00,600,904,510500,0,2,062-945-5586,Y,3,5,0,N,N
447,남원(특),00,627,904,510400,0,0,0671-33-2011,N,1,2,0,N,Y
556,동순천,00,627,904,510900,0,2,061-762-2572,Y,2,3,0,N,N
557,황전,00,627,904,510900,0,2,061-783-2501,Y,1,2,0,N,N
558,구례화엄사,00,627,904,510900,0,2,(061-782-2504,Y,4,14,0,N,N
559,서남원,00,627,904,510900,0,2,(063-634-2504,Y,4,14,0,N,N
586,북남원,00,627,904,510900,0,2,063-633-2504,Y,1,2,0,N,N
587,오수,00,627,904,510900,0,2,(063-644-2506,Y,4,14,0,N,N
588,임실,00,627,904,510900,0,2,063-644-2504,Y,4,14,0,N,N
589,상관,00,627,927,810700,0,2,(063-283-2504,Y,4,14,0,N,N
590,동전주,00,627,927,810700,0,2,(063-242-2505,Y,4,14,0,N,N
756,동순천(특),00,627,904,510900,0,0,0661-52-7474,N,2,4,0,N,Y
759,서남원(특),00,627,904,510900,0,0,0671-33-2011,N,1,2,0,N,Y
786,북남원(특),00,627,904,510900,0,2,063-636-0383,N,1,2,0,N,Y
787,오수(특),00,627,904,510900,0,0,0671-33-2011,N,1,2,0,N,Y
788,임실(특),00,627,904,510900,0,0,0671-33-2011,N,1,2,0,N,Y
789,상관(특),00,627,927,810700,0,0,0671-33-2011,N,1,2,0,N,Y
790,동전주(특),00,627,927,810700,0,0,0671-33-2011,N,1,2,0,N,Y
746,기장일광입구,00,688,906,710100,0,2,051-721-2554,Y,3,3,0,N,N
750,기장동JC,00,688,906,710100,0,3,,Y,2,5,0,N,N
751,기장일광(KEC),00,688,906,710100,0,2,051-721-2554,Y,3,3,0,N,N
752,기장철마,00,688,906,710100,0,2,051-723-6890,Y,3,3,0,N,N
753,금정,00,688,906,710100,0,2,051-583-9731,Y,3,3,0,N,N
754,김해가야휴게소,00,688,906,710100,0,1,051-583-9731,Y,2,2,0,N,N
755,광재,00,688,906,710500,0,2,055-313-2504,Y,2,2,0,N,N
757,진영,00,688,906,710500,0,2,055-346-7632,Y,2,2,0,N,N
758,진영휴게소,00,688,906,710500,0,3,,Y,2,5,0,N,N
760,기장서JC,00,688,906,710100,0,3,,Y,2,5,0,N,N
761,기장서JC2,00,688,906,710100,0,2,,Y,0,0,0,N,Y
998,최장,00,999,   ,      ,0,0,,Y,0,0,0,N,Y
